Date,High,Low,Open,Close,Volume,Adj Close
2000-01-03,7.076859474182129,6.929731845855713,7.0032958984375,6.973870277404785,917900.0,1.1867642402648926
2000-01-04,7.047433853149414,6.767890930175781,6.9150190353393555,6.900306224822998,817300.0,1.1742461919784546
2000-01-05,7.0621466636657715,6.767890930175781,6.9150190353393555,6.826742172241211,1259100.0,1.1617276668548584
2000-01-06,6.959157466888428,6.576624393463135,6.9150190353393555,6.723752498626709,1931100.0,1.1442017555236816
2000-01-07,6.929731845855713,6.591337203979492,6.782603740692139,6.870880603790283,2186800.0,1.169238805770874
2000-01-10,7.047433853149414,6.885593414306641,6.94444465637207,6.959157466888428,940500.0,1.1842607259750366
2000-01-11,7.150423526763916,6.959157466888428,7.0032958984375,7.018008708953857,649000.0,1.194275975227356
2000-01-12,7.0621466636657715,6.826742172241211,6.94444465637207,7.032721042633057,982900.0,1.1967793703079224
2000-01-13,7.091572284698486,6.885593414306641,7.047433853149414,6.929731845855713,1178300.0,1.1792535781860352
2000-01-14,6.94444465637207,6.782603740692139,6.8120293617248535,6.797316551208496,1045000.0,1.1567201614379883
2000-01-18,6.885593414306641,6.709039688110352,6.738465309143066,6.797316551208496,641800.0,1.1567201614379883
2000-01-19,6.973870277404785,6.767890930175781,6.767890930175781,6.94444465637207,829600.0,1.1817574501037598
2000-01-20,7.018008708953857,6.8120293617248535,6.959157466888428,6.900306224822998,1094200.0,1.1742461919784546
2000-01-21,7.091572284698486,6.870880603790283,7.091572284698486,6.929731845855713,1126500.0,1.1792535781860352
2000-01-24,6.929731845855713,6.856167793273926,6.9150190353393555,6.900306224822998,958300.0,1.1742461919784546
2000-01-25,6.94444465637207,6.679614067077637,6.9150190353393555,6.767890930175781,1961300.0,1.1517126560211182
2000-01-26,6.8120293617248535,6.709039688110352,6.782603740692139,6.797316551208496,857600.0,1.1567201614379883
2000-01-27,6.826742172241211,6.385357856750488,6.826742172241211,6.54719877243042,1428100.0,1.1141568422317505
2000-01-28,6.576624393463135,6.120527267456055,6.561911582946777,6.282368183135986,1184700.0,1.069089651107788
2000-01-31,6.282368183135986,6.03225040435791,6.282368183135986,6.105814456939697,1799000.0,1.0390452146530151
2000-02-01,6.223516941070557,5.885122299194336,6.164665699005127,6.1499528884887695,1944300.0,1.0465565919876099
2000-02-02,6.326506614685059,6.120527267456055,6.179378509521484,6.223516941070557,1392000.0,1.059074878692627
2000-02-03,6.4294962882995605,6.238229751586914,6.238229751586914,6.355932235717773,1203800.0,1.0816084146499634
2000-02-04,6.355932235717773,6.061676025390625,6.355932235717773,6.105814456939697,1309200.0,1.0390452146530151
2000-02-07,6.223516941070557,5.8704094886779785,6.105814456939697,6.1499528884887695,1225500.0,1.0465565919876099
2000-02-08,6.297080993652344,6.002824783325195,6.1499528884887695,6.120527267456055,1566200.0,1.0415486097335815
2000-02-09,6.311793804168701,6.061676025390625,6.164665699005127,6.120527267456055,1457900.0,1.0415486097335815
